Volatility 3 Framework 2.26.0

PID	Process	Base	Size	Name	Path	LoadTime	File output
764	winlogon.exe	0x7ffba9e50000	0x2f6000	KERNELBASE.dll	C:\Windows\System32\KERNELBASE.dll	2025-09-28 14:36:32.000000 UTC	Disabled
764	winlogon.exe	0x7ffbabab0000	0x9e000	msvcrt.dll	C:\Windows\System32\msvcrt.dll	2025-09-28 14:36:32.000000 UTC	Disabled
764	winlogon.exe	0x7ffbaba10000	0x9c000	sechost.dll	C:\Windows\System32\sechost.dll	2025-09-28 14:36:32.000000 UTC	Disabled
764	winlogon.exe	0x7ffbab590000	0x126000	RPCRT4.dll	C:\Windows\System32\RPCRT4.dll	2025-09-28 14:36:32.000000 UTC	Disabled
764	winlogon.exe	0x7ffbabb50000	0x354000	combase.dll	C:\Windows\System32\combase.dll	2025-09-28 14:36:32.000000 UTC	Disabled
764	winlogon.exe	0x7ffba98a0000	0x100000	ucrtbase.dll	C:\Windows\System32\ucrtbase.dll	2025-09-28 14:36:32.000000 UTC	Disabled
764	winlogon.exe	0x7ffbab470000	0xaf000	advapi32.dll	C:\Windows\System32\advapi32.dll	2025-09-28 14:36:32.000000 UTC	Disabled
764	winlogon.exe	0x7ffba96b0000	0x4b000	powrprof.dll	C:\Windows\SYSTEM32\powrprof.dll	2025-09-28 14:36:32.000000 UTC	Disabled
764	winlogon.exe	0x7ffba9610000	0x12000	UMPDC.dll	C:\Windows\system32\UMPDC.dll	2025-09-28 14:36:32.000000 UTC	Disabled
764	winlogon.exe	0x7ffba9700000	0x25000	profapi.dll	C:\Windows\system32\profapi.dll	2025-09-28 14:36:32.000000 UTC	Disabled
764	winlogon.exe	0x7ffbabeb0000	0x19e000	user32.dll	C:\Windows\System32\user32.dll	2025-09-28 14:36:32.000000 UTC	Disabled
764	winlogon.exe	0x7ffba9870000	0x22000	win32u.dll	C:\Windows\System32\win32u.dll	2025-09-28 14:36:32.000000 UTC	Disabled
764	winlogon.exe	0x7ffbab790000	0x2c000	GDI32.dll	C:\Windows\System32\GDI32.dll	2025-09-28 14:36:32.000000 UTC	Disabled
764	winlogon.exe	0x7ffba99a0000	0x11a000	gdi32full.dll	C:\Windows\System32\gdi32full.dll	2025-09-28 14:36:32.000000 UTC	Disabled
764	winlogon.exe	0x7ffba97d0000	0x9d000	msvcp_win.dll	C:\Windows\System32\msvcp_win.dll	2025-09-28 14:36:32.000000 UTC	Disabled
764	winlogon.exe	0x7ffbaa8a0000	0x30000	IMM32.DLL	C:\Windows\System32\IMM32.DLL	2025-09-28 14:36:32.000000 UTC	Disabled
764	winlogon.exe	0x7ffba95b0000	0x5b000	winsta.dll	C:\Windows\SYSTEM32\winsta.dll	2025-09-28 14:36:32.000000 UTC	Disabled
764	winlogon.exe	0x7ffba9630000	0x32000	SspiCli.dll	C:\Windows\system32\SspiCli.dll	2025-09-28 14:36:32.000000 UTC	Disabled
764	winlogon.exe	0x7ffba9670000	0x2e000	USERENV.dll	C:\Windows\system32\USERENV.dll	2025-09-28 14:36:32.000000 UTC	Disabled
764	winlogon.exe	0x7ffba84d0000	0x30000	profext.dll	C:\Windows\SYSTEM32\profext.dll	2025-09-28 14:36:32.000000 UTC	Disabled
764	winlogon.exe	0x7ffba88f0000	0x33000	ntmarta.dll	C:\Windows\SYSTEM32\ntmarta.dll	2025-09-28 14:36:32.000000 UTC	Disabled
764	winlogon.exe	0x7ffba9d70000	0x27000	Bcrypt.dll	C:\Windows\System32\Bcrypt.dll	2025-09-28 14:36:32.000000 UTC	Disabled
764	winlogon.exe	0x7ffba9ce0000	0x82000	bcryptprimitives.dll	C:\Windows\System32\bcryptprimitives.dll	2025-09-28 14:36:32.000000 UTC	Disabled
764	winlogon.exe	0x7ffba8430000	0x96000	firewallapi.dll	C:\Windows\SYSTEM32\firewallapi.dll	2025-09-28 14:36:32.000000 UTC	Disabled
764	winlogon.exe	0x7ffba8bd0000	0xca000	DNSAPI.dll	C:\Windows\system32\DNSAPI.dll	2025-09-28 14:36:32.000000 UTC	Disabled
764	winlogon.exe	0x7ffba8b90000	0x3b000	IPHLPAPI.DLL	C:\Windows\SYSTEM32\IPHLPAPI.DLL	2025-09-28 14:36:32.000000 UTC	Disabled
764	winlogon.exe	0x7ffbaabb0000	0x8000	-	-	2025-09-28 14:36:32.000000 UTC	Disabled
764	winlogon.exe	0x7ffba83b0000	0x36000	fwbase.dll	C:\Windows\system32\fwbase.dll	2025-09-28 14:36:32.000000 UTC	Disabled
764	winlogon.exe	0x7ffba72a0000	0x1e000	uxinit.dll	C:\Windows\SYSTEM32\uxinit.dll	2025-09-28 14:36:32.000000 UTC	Disabled
764	winlogon.exe	0x7ffbaaae0000	0xad000	shcore.dll	C:\Windows\System32\shcore.dll	2025-09-28 14:36:32.000000 UTC	Disabled
764	winlogon.exe	0x7ffba75a0000	0x2f000	dwmapi.dll	C:\Windows\system32\dwmapi.dll	2025-09-28 14:36:32.000000 UTC	Disabled
764	winlogon.exe	0x7ffba7200000	0x9e000	UxTheme.dll	C:\Windows\system32\UxTheme.dll	2025-09-28 14:36:32.000000 UTC	Disabled
764	winlogon.exe	0x7ffba9b80000	0x15d000	CRYPT32.dll	C:\Windows\System32\CRYPT32.dll	2025-09-28 14:36:32.000000 UTC	Disabled
764	winlogon.exe	0x7ffba94f0000	0xa000	DPAPI.dll	C:\Windows\system32\DPAPI.dll	2025-09-28 14:36:32.000000 UTC	Disabled
764	winlogon.exe	0x7ffba90b0000	0xc000	CRYPTBASE.dll	C:\Windows\system32\CRYPTBASE.dll	2025-09-28 14:36:32.000000 UTC	Disabled
764	winlogon.exe	0x7ffba71c0000	0x14000	dwminit.dll	C:\Windows\SYSTEM32\dwminit.dll	2025-09-28 14:36:32.000000 UTC	Disabled
764	winlogon.exe	0x7ffba7130000	0x90000	apphelp.dll	C:\Windows\system32\apphelp.dll	2025-09-28 14:36:32.000000 UTC	Disabled
764	winlogon.exe	0x7ffba6cc0000	0x141000	dsreg.dll	C:\Windows\system32\dsreg.dll	2025-09-28 14:36:33.000000 UTC	Disabled
764	winlogon.exe	0x7ffbaaa10000	0xcd000	OLEAUT32.dll	C:\Windows\System32\OLEAUT32.dll	2025-09-28 14:36:33.000000 UTC	Disabled
764	winlogon.exe	0x7ffba8860000	0x8a000	msvcp110_win.dll	C:\Windows\system32\msvcp110_win.dll	2025-09-28 14:36:33.000000 UTC	Disabled
764	winlogon.exe	0x7ffba9090000	0x18000	cryptsp.dll	C:\Windows\SYSTEM32\cryptsp.dll	2025-09-28 14:36:33.000000 UTC	Disabled
764	winlogon.exe	0x7ffba4180000	0x16000	usermgrcli.dll	C:\Windows\SYSTEM32\usermgrcli.dll	2025-09-28 14:36:34.000000 UTC	Disabled
764	winlogon.exe	0x7ffba76b0000	0x12000	kernel.appcore.dll	C:\Windows\SYSTEM32\kernel.appcore.dll	2025-09-28 14:36:34.000000 UTC	Disabled
764	winlogon.exe	0x7ffb9a8c0000	0x1d000	MPR.dll	C:\Windows\system32\MPR.dll	2025-09-28 14:36:40.000000 UTC	Disabled
764	winlogon.exe	0x7ffba8930000	0x19000	wkscli.dll	C:\Windows\system32\wkscli.dll	2025-09-28 14:52:57.000000 UTC	Disabled
764	winlogon.exe	0x7ffba8ca0000	0xc000	netutils.dll	C:\Windows\system32\netutils.dll	2025-09-28 14:52:57.000000 UTC	Disabled
832	services.exe	0x7ff7ff2e0000	0xb0000	services.exe	C:\Windows\system32\services.exe	2025-09-28 14:36:32.000000 UTC	Disabled
832	services.exe	0x7ffbac0f0000	0x1f8000	ntdll.dll	C:\Windows\SYSTEM32\ntdll.dll	2025-09-28 14:36:32.000000 UTC	Disabled
832	services.exe	0x7ffbaa8d0000	0xbd000	KERNEL32.DLL	C:\Windows\SYSTEM32\KERNEL32.DLL	2025-09-28 14:36:32.000000 UTC	Disabled
832	services.exe	0x7ffba9e50000	0x2f6000	KERNELBASE.dll	C:\Windows\SYSTEM32\KERNELBASE.dll	2025-09-28 14:36:32.000000 UTC	Disabled
832	services.exe	0x7ffbab590000	0x126000	RPCRT4.dll	C:\Windows\SYSTEM32\RPCRT4.dll	2025-09-28 14:36:32.000000 UTC	Disabled
832	services.exe	0x7ffba94f0000	0xa000	DPAPI.dll	C:\Windows\SYSTEM32\DPAPI.dll	2025-09-28 14:36:32.000000 UTC	Disabled
832	services.exe	0x7ffba94d0000	0x19000	EventAggregation.dll	C:\Windows\SYSTEM32\EventAggregation.dll	2025-09-28 14:36:32.000000 UTC	Disabled
832	services.exe	0x7ffba9ac0000	0x4e000	cfgmgr32.dll	C:\Windows\SYSTEM32\cfgmgr32.dll	2025-09-28 14:36:32.000000 UTC	Disabled
832	services.exe	0x7ffbaba10000	0x9c000	sechost.dll	C:\Windows\SYSTEM32\sechost.dll	2025-09-28 14:36:32.000000 UTC	Disabled
832	services.exe	0x7ffba98a0000	0x100000	ucrtbase.dll	C:\Windows\SYSTEM32\ucrtbase.dll	2025-09-28 14:36:32.000000 UTC	Disabled
832	services.exe	0x7ffba9490000	0x33000	DEVOBJ.dll	C:\Windows\SYSTEM32\DEVOBJ.dll	2025-09-28 14:36:32.000000 UTC	Disabled
832	services.exe	0x7ffba85c0000	0x93000	scesrv.dll	C:\Windows\SYSTEM32\scesrv.dll	2025-09-28 14:36:32.000000 UTC	Disabled
832	services.exe	0x7ffbabab0000	0x9e000	msvcrt.dll	C:\Windows\system32\msvcrt.dll	2025-09-28 14:36:32.000000 UTC	Disabled
832	services.exe	0x7ffba9630000	0x32000	sspicli.dll	C:\Windows\system32\sspicli.dll	2025-09-28 14:36:32.000000 UTC	Disabled
832	services.exe	0x7ffba8500000	0x4f000	AUTHZ.dll	C:\Windows\system32\AUTHZ.dll	2025-09-28 14:36:32.000000 UTC	Disabled
832	services.exe	0x7ffba83f0000	0x32000	WUDFPlatform.dll	C:\Windows\SYSTEM32\WUDFPlatform.dll	2025-09-28 14:36:32.000000 UTC	Disabled
832	services.exe	0x7ffbab470000	0xaf000	advapi32.dll	C:\Windows\SYSTEM32\advapi32.dll	2025-09-28 14:36:32.000000 UTC	Disabled
832	services.exe	0x7ffba9700000	0x25000	profapi.dll	C:\Windows\SYSTEM32\profapi.dll	2025-09-28 14:36:32.000000 UTC	Disabled
832	services.exe	0x7ffba9ce0000	0x82000	bcryptPrimitives.dll	C:\Windows\SYSTEM32\bcryptPrimitives.dll	2025-09-28 14:36:32.000000 UTC	Disabled
832	services.exe	0x7ffba5350000	0xa000	DABAPI.dll	C:\Windows\SYSTEM32\DABAPI.dll	2025-09-28 14:36:32.000000 UTC	Disabled
832	services.exe	0x7ffbab520000	0x6b000	WS2_32.dll	C:\Windows\SYSTEM32\WS2_32.dll	2025-09-28 14:36:35.000000 UTC	Disabled
832	services.exe	0x7ffba8ea0000	0x6a000	mswsock.dll	C:\Windows\system32\mswsock.dll	2025-09-28 14:36:35.000000 UTC	Disabled
832	services.exe	0x7ffb988d0000	0x1c000	spinf.dll	C:\Windows\SYSTEM32\spinf.dll	2025-09-28 14:36:35.000000 UTC	Disabled
832	services.exe	0x7ffba4180000	0x16000	usermgrcli.dll	C:\Windows\SYSTEM32\usermgrcli.dll	2025-09-28 14:36:40.000000 UTC	Disabled
832	services.exe	0x7ffb9f180000	0x28000	srvcli.dll	C:\Windows\SYSTEM32\srvcli.dll	2025-09-28 14:36:43.000000 UTC	Disabled
832	services.exe	0x7ffba7130000	0x90000	apphelp.dll	C:\Windows\system32\apphelp.dll	2025-09-28 14:38:35.000000 UTC	Disabled
840	lsass.exe	0x7ff684850000	0x12000	lsass.exe	C:\Windows\system32\lsass.exe	2025-09-28 14:36:32.000000 UTC	Disabled
840	lsass.exe	0x7ffbac0f0000	0x1f8000	ntdll.dll	C:\Windows\SYSTEM32\ntdll.dll	2025-09-28 14:36:32.000000 UTC	Disabled
840	lsass.exe	0x7ffbaa8d0000	0xbd000	KERNEL32.DLL	C:\Windows\System32\KERNEL32.DLL	2025-09-28 14:36:32.000000 UTC	Disabled
840	lsass.exe	0x7ffba9e50000	0x2f6000	KERNELBASE.dll	C:\Windows\System32\KERNELBASE.dll	2025-09-28 14:36:32.000000 UTC	Disabled
840	lsass.exe	0x7ffbab590000	0x126000	RPCRT4.dll	C:\Windows\System32\RPCRT4.dll	2025-09-28 14:36:32.000000 UTC	Disabled
840	lsass.exe	0x7ffba92f0000	0x19d000	lsasrv.dll	C:\Windows\system32\lsasrv.dll	2025-09-28 14:36:32.000000 UTC	Disabled
840	lsass.exe	0x7ffba98a0000	0x100000	ucrtbase.dll	C:\Windows\System32\ucrtbase.dll	2025-09-28 14:36:32.000000 UTC	Disabled
840	lsass.exe	0x7ffbab520000	0x6b000	WS2_32.dll	C:\Windows\System32\WS2_32.dll	2025-09-28 14:36:32.000000 UTC	Disabled
840	lsass.exe	0x7ffbaba10000	0x9c000	sechost.dll	C:\Windows\System32\sechost.dll	2025-09-28 14:36:32.000000 UTC	Disabled
840	lsass.exe	0x7ffbab730000	0x56000	WLDAP32.dll	C:\Windows\System32\WLDAP32.dll	2025-09-28 14:36:32.000000 UTC	Disabled
840	lsass.exe	0x7ffba9630000	0x32000	SspiCli.dll	C:\Windows\system32\SspiCli.dll	2025-09-28 14:36:32.000000 UTC	Disabled
840	lsass.exe	0x7ffba92d0000	0x12000	-	-	2025-09-28 14:36:32.000000 UTC	Disabled
840	lsass.exe	0x7ffba91e0000	0xed000	samsrv.dll	C:\Windows\SYSTEM32\samsrv.dll	2025-09-28 14:36:32.000000 UTC	Disabled
840	lsass.exe	0x7ffba9d70000	0x27000	bcrypt.dll	C:\Windows\System32\bcrypt.dll	2025-09-28 14:36:32.000000 UTC	Disabled
840	lsass.exe	0x7ffba9b80000	0x15d000	CRYPT32.dll	C:\Windows\System32\CRYPT32.dll	2025-09-28 14:36:32.000000 UTC	Disabled
840	lsass.exe	0x7ffba91b0000	0x27000	ncrypt.dll	C:\Windows\system32\ncrypt.dll	2025-09-28 14:36:32.000000 UTC	Disabled
840	lsass.exe	0x7ffba9170000	0x3b000	NTASN1.dll	C:\Windows\system32\NTASN1.dll	2025-09-28 14:36:32.000000 UTC	Disabled
840	lsass.exe	0x7ffba9140000	0x2d000	Wldp.dll	C:\Windows\system32\Wldp.dll	2025-09-28 14:36:32.000000 UTC	Disabled
840	lsass.exe	0x7ffbabab0000	0x9e000	msvcrt.dll	C:\Windows\System32\msvcrt.dll	2025-09-28 14:36:32.000000 UTC	Disabled
840	lsass.exe	0x7ffbab470000	0xaf000	advapi32.dll	C:\Windows\System32\advapi32.dll	2025-09-28 14:36:32.000000 UTC	Disabled
840	lsass.exe	0x7ffba9ce0000	0x82000	bcryptprimitives.dll	C:\Windows\System32\bcryptprimitives.dll	2025-09-28 14:36:32.000000 UTC	Disabled
840	lsass.exe	0x193817a0000	0x3000	msprivs.DLL	C:\Windows\system32\msprivs.DLL	2025-09-28 14:36:32.000000 UTC	Disabled
840	lsass.exe	0x7ffba9120000	0x16000	netprovfw.dll	C:\Windows\SYSTEM32\netprovfw.dll	2025-09-28 14:36:32.000000 UTC	Disabled
840	lsass.exe	0x7ffba90f0000	0x2b000	JOINUTIL.DLL	C:\Windows\system32\JOINUTIL.DLL	2025-09-28 14:36:32.000000 UTC	Disabled
840	lsass.exe	0x7ffba90c0000	0x2f000	negoexts.DLL	C:\Windows\system32\negoexts.DLL	2025-09-28 14:36:32.000000 UTC	Disabled
